Info 0    [17:40:56.003] Starting TS Server
Info 2058 [18:08:17.934] Different program with same set of files:: structureIsReused:: 2
Info 2059 [18:08:17.978] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2060 [18:08:18.000] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 542 structureChanged: false Elapsed: 22.220848000608385ms
Info 2061 [18:08:18.000] Different program with same set of files:: structureIsReused:: 2
Info 2062 [18:08:18.152] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2063 [18:08:18.171] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 543 structureChanged: false Elapsed: 18.810693999752402ms
Info 2064 [18:08:18.171] Different program with same set of files:: structureIsReused:: 2
Info 2065 [18:08:18.655] getCompletionData: Get current token: 0.038843000307679176
Info 2066 [18:08:18.655] getCompletionData: Is inside comment: 0.027377000078558922
Info 2067 [18:08:18.660] getCompletionData: Get previous token 1: 0.11892600078135729
Info 2068 [18:08:18.660] getCompletionsAtPosition: isCompletionListBlocker: 0.0066450005397200584
Info 2069 [18:08:18.660] getCompletionData: Semantic work: 0.25508000049740076
Info 2070 [18:08:18.662] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.2900660000741482
Info 2071 [18:08:18.910] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2072 [18:08:18.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 544 structureChanged: false Elapsed: 36.34380799997598ms
Info 2073 [18:08:18.947] Different program with same set of files:: structureIsReused:: 2
Info 2074 [18:08:19.244] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2075 [18:08:19.375] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 545 structureChanged: false Elapsed: 131.32502099964768ms
Info 2076 [18:08:19.375] Different program with same set of files:: structureIsReused:: 2
Info 2077 [18:08:19.508] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2078 [18:08:19.529] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 546 structureChanged: false Elapsed: 20.143773999996483ms
Info 2079 [18:08:19.529] Different program with same set of files:: structureIsReused:: 2
Info 2080 [18:08:19.624] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2081 [18:08:19.648] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 547 structureChanged: false Elapsed: 24.25612000003457ms
Info 2082 [18:08:19.648] Different program with same set of files:: structureIsReused:: 2
Info 2083 [18:08:19.762] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2084 [18:08:19.790] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 548 structureChanged: false Elapsed: 27.762442000210285ms
Info 2085 [18:08:19.790] Different program with same set of files:: structureIsReused:: 2
Info 2086 [18:08:19.827] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2087 [18:08:19.848] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 549 structureChanged: false Elapsed: 21.487203000113368ms
Info 2088 [18:08:19.848] Different program with same set of files:: structureIsReused:: 2
Info 2089 [18:08:19.910] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2090 [18:08:19.929] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 550 structureChanged: false Elapsed: 19.1529989996925ms
Info 2091 [18:08:19.929] Different program with same set of files:: structureIsReused:: 2
Info 2092 [18:08:19.960] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2093 [18:08:19.984] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 551 structureChanged: false Elapsed: 23.497829999774694ms
Info 2094 [18:08:19.984] Different program with same set of files:: structureIsReused:: 2
Info 2095 [18:08:20.017] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2096 [18:08:20.036] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 552 structureChanged: false Elapsed: 18.8694590004161ms
Info 2097 [18:08:20.036] Different program with same set of files:: structureIsReused:: 2
Info 2098 [18:08:20.074] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2099 [18:08:20.098] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 553 structureChanged: false Elapsed: 23.778912000358105ms
Info 2100 [18:08:20.098] Different program with same set of files:: structureIsReused:: 2
Info 2101 [18:08:20.140] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2102 [18:08:20.164] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 554 structureChanged: false Elapsed: 23.412496999837458ms
Info 2103 [18:08:20.164] Different program with same set of files:: structureIsReused:: 2
Info 2104 [18:08:20.569] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2105 [18:08:20.595] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 555 structureChanged: false Elapsed: 26.28369399998337ms
Info 2106 [18:08:20.596] Different program with same set of files:: structureIsReused:: 2
Info 2107 [18:08:20.790] getCompletionData: Get current token: 0.013580999337136745
Info 2108 [18:08:20.791] getCompletionData: Is inside comment: 0.00989499967545271
Info 2109 [18:08:20.791] getCompletionData: Get previous token 1: 0.04530599992722273
Info 2110 [18:08:20.791] getCompletionData: Get previous token 2: 0.05329999979585409
Info 2111 [18:08:20.791] getCompletionsAtPosition: isCompletionListBlocker: 0.005118000321090221
Info 2112 [18:08:20.791] getCompletionData: Semantic work: 0.18360200058668852
Info 2113 [18:08:20.791] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.08279800042510033
Info 2114 [18:08:21.685] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2115 [18:08:21.709] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 556 structureChanged: false Elapsed: 23.7045829994604ms
Info 2116 [18:08:21.709] Different program with same set of files:: structureIsReused:: 2
Info 2117 [18:08:21.850] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2118 [18:08:21.873] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 557 structureChanged: false Elapsed: 22.40447499975562ms
Info 2119 [18:08:21.873] Different program with same set of files:: structureIsReused:: 2
Info 2120 [18:08:39.101] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2121 [18:08:39.121] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 558 structureChanged: false Elapsed: 19.642021000385284ms
Info 2122 [18:08:39.121] Different program with same set of files:: structureIsReused:: 2
Info 2123 [18:08:39.256] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2124 [18:08:39.303] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 559 structureChanged: false Elapsed: 46.724774999544024ms
Info 2125 [18:08:39.303] Different program with same set of files:: structureIsReused:: 2
Info 2126 [18:09:03.245] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2127 [18:09:03.341] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 560 structureChanged: false Elapsed: 95.47180699929595ms
Info 2128 [18:09:03.341] Different program with same set of files:: structureIsReused:: 2
Info 2129 [18:09:03.493] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2130 [18:09:03.520] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 561 structureChanged: false Elapsed: 26.857828999869525ms
Info 2131 [18:09:03.520] Different program with same set of files:: structureIsReused:: 2
Info 2132 [18:09:04.495] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2133 [18:09:04.546] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 562 structureChanged: false Elapsed: 50.68758299946785ms
Info 2134 [18:09:04.546] Different program with same set of files:: structureIsReused:: 2
Info 2135 [18:09:04.749] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2136 [18:09:04.787] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 563 structureChanged: false Elapsed: 38.226127000525594ms
Info 2137 [18:09:04.787] Different program with same set of files:: structureIsReused:: 2
Info 2138 [18:09:04.968] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2139 [18:09:05.077] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 564 structureChanged: false Elapsed: 108.90822599921376ms
Info 2140 [18:09:05.077] Different program with same set of files:: structureIsReused:: 2
Info 2141 [18:09:05.115] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2142 [18:09:05.156] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 565 structureChanged: false Elapsed: 41.332763999700546ms
Info 2143 [18:09:05.156] Different program with same set of files:: structureIsReused:: 2
Info 2144 [18:09:05.260] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2145 [18:09:05.284] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 566 structureChanged: false Elapsed: 23.408367999829352ms
Info 2146 [18:09:05.284] Different program with same set of files:: structureIsReused:: 2
Info 2147 [18:09:05.719] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2148 [18:09:05.756] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 567 structureChanged: false Elapsed: 37.42673599999398ms
Info 2149 [18:09:05.757] Different program with same set of files:: structureIsReused:: 2
Info 2150 [18:09:06.095] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2151 [18:09:06.117] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 568 structureChanged: false Elapsed: 21.36086199991405ms
Info 2152 [18:09:06.117] Different program with same set of files:: structureIsReused:: 2
Info 2153 [18:09:06.195] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2154 [18:09:06.215] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 569 structureChanged: false Elapsed: 19.306202999316156ms
Info 2155 [18:09:06.215] Different program with same set of files:: structureIsReused:: 2
Info 2156 [18:09:06.710] getCompletionData: Get current token: 0.03213800024241209
Info 2157 [18:09:06.710] getCompletionData: Is inside comment: 0.14495600014925003
Info 2158 [18:09:06.710] getCompletionData: Get previous token 1: 0.06968799978494644
Info 2159 [18:09:06.710] getCompletionData: Get previous token 2: 0.08061499986797571
Info 2160 [18:09:06.711] getCompletionsAtPosition: isCompletionListBlocker: 0.5465619992464781
Info 2161 [18:09:06.747] getCompletionData: Semantic work: 35.57533499971032
Info 2162 [18:09:06.780] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 31.967183999717236
Info 2163 [18:09:07.241] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2164 [18:09:07.260] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 570 structureChanged: false Elapsed: 19.33908599987626ms
Info 2165 [18:09:07.260] Different program with same set of files:: structureIsReused:: 2
Info 2166 [18:09:07.845] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2167 [18:09:07.866] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 571 structureChanged: false Elapsed: 21.684240999631584ms
Info 2168 [18:09:07.866] Different program with same set of files:: structureIsReused:: 2
Info 2169 [18:09:08.216] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2170 [18:09:08.253] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 572 structureChanged: false Elapsed: 36.79157500062138ms
Info 2171 [18:09:08.253] Different program with same set of files:: structureIsReused:: 2
Info 2172 [18:09:08.483] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2173 [18:09:08.504] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 573 structureChanged: false Elapsed: 21.373875999823213ms
Info 2174 [18:09:08.504] Different program with same set of files:: structureIsReused:: 2
Info 2175 [18:09:08.669] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2176 [18:09:08.691] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 574 structureChanged: false Elapsed: 21.75983600039035ms
Info 2177 [18:09:08.691] Different program with same set of files:: structureIsReused:: 2
Info 2178 [18:09:08.862] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2179 [18:09:08.893] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 575 structureChanged: false Elapsed: 30.900725000537932ms
Info 2180 [18:09:08.893] Different program with same set of files:: structureIsReused:: 2
Info 2181 [18:09:08.946] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2182 [18:09:08.969] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 576 structureChanged: false Elapsed: 22.743422000668943ms
Info 2183 [18:09:08.969] Different program with same set of files:: structureIsReused:: 2
Info 2184 [18:09:09.190] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2185 [18:09:09.224] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 577 structureChanged: false Elapsed: 33.27854900062084ms
Info 2186 [18:09:09.224] Different program with same set of files:: structureIsReused:: 2
Info 2187 [18:09:09.254] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2188 [18:09:09.274] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 578 structureChanged: false Elapsed: 19.08927999995649ms
Info 2189 [18:09:09.274] Different program with same set of files:: structureIsReused:: 2
Info 2190 [18:09:09.318] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2191 [18:09:09.348] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 579 structureChanged: false Elapsed: 29.575136999599636ms
Info 2192 [18:09:09.348] Different program with same set of files:: structureIsReused:: 2
Info 2193 [18:09:09.620] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2194 [18:09:09.650] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 580 structureChanged: false Elapsed: 30.486129000782967ms
Info 2195 [18:09:09.650] Different program with same set of files:: structureIsReused:: 2
Info 2196 [18:09:09.688] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2197 [18:09:09.719] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 581 structureChanged: false Elapsed: 30.783834000118077ms
Info 2198 [18:09:09.719] Different program with same set of files:: structureIsReused:: 2
Info 2199 [18:09:10.059] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2200 [18:09:10.078] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 582 structureChanged: false Elapsed: 18.920074000023305ms
Info 2201 [18:09:10.078] Different program with same set of files:: structureIsReused:: 2
Info 2202 [18:09:10.185] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2203 [18:09:10.221] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 583 structureChanged: false Elapsed: 35.1421769997105ms
Info 2204 [18:09:10.221] Different program with same set of files:: structureIsReused:: 2
Info 2205 [18:09:10.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2206 [18:09:10.324] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 584 structureChanged: false Elapsed: 18.805545000359416ms
Info 2207 [18:09:10.324] Different program with same set of files:: structureIsReused:: 2
Info 2208 [18:09:10.407] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2209 [18:09:10.426] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 585 structureChanged: false Elapsed: 18.999137999489903ms
Info 2210 [18:09:10.426] Different program with same set of files:: structureIsReused:: 2
Info 2211 [18:09:10.502] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2212 [18:09:10.537] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 586 structureChanged: false Elapsed: 35.14608300011605ms
Info 2213 [18:09:10.538] Different program with same set of files:: structureIsReused:: 2
Info 2214 [18:09:10.569] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2215 [18:09:10.589] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 587 structureChanged: false Elapsed: 19.666757999919355ms
Info 2216 [18:09:10.589] Different program with same set of files:: structureIsReused:: 2
Info 2217 [18:09:10.666] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2218 [18:09:10.685] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 588 structureChanged: false Elapsed: 18.850376000627875ms
Info 2219 [18:09:10.685] Different program with same set of files:: structureIsReused:: 2
Info 2220 [18:09:10.866] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2221 [18:09:10.888] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 589 structureChanged: false Elapsed: 21.61544100008905ms
Info 2222 [18:09:10.888] Different program with same set of files:: structureIsReused:: 2
Info 2223 [18:09:11.041] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2224 [18:09:11.063] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 590 structureChanged: false Elapsed: 21.364529999904335ms
Info 2225 [18:09:11.063] Different program with same set of files:: structureIsReused:: 2
Info 2226 [18:09:11.143] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2227 [18:09:11.179] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 591 structureChanged: false Elapsed: 35.51835300028324ms
Info 2228 [18:09:11.179] Different program with same set of files:: structureIsReused:: 2
Info 2229 [18:09:11.270] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2230 [18:09:11.305] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 592 structureChanged: false Elapsed: 35.0425680000335ms
Info 2231 [18:09:11.305] Different program with same set of files:: structureIsReused:: 2
Info 2232 [18:09:11.385] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2233 [18:09:11.421] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 593 structureChanged: false Elapsed: 35.08904999960214ms
Info 2234 [18:09:11.421] Different program with same set of files:: structureIsReused:: 2
Info 2235 [18:09:11.451] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2236 [18:09:11.488] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 594 structureChanged: false Elapsed: 36.18260100018233ms
Info 2237 [18:09:11.488] Different program with same set of files:: structureIsReused:: 2
Info 2238 [18:09:11.913] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2239 [18:09:11.932] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 595 structureChanged: false Elapsed: 19.425947999581695ms
Info 2240 [18:09:11.932] Different program with same set of files:: structureIsReused:: 2
Info 2241 [18:09:12.415] getCompletionData: Get current token: 0.028297999873757362
Info 2242 [18:09:12.415] getCompletionData: Is inside comment: 0.14477100037038326
Info 2243 [18:09:12.415] getCompletionData: Get previous token 1: 0.09715300053358078
Info 2244 [18:09:12.415] getCompletionData: Get previous token 2: 0.11889699939638376
Info 2245 [18:09:12.416] getCompletionsAtPosition: isCompletionListBlocker: 0.013651000335812569
Info 2246 [18:09:12.417] getCompletionData: Semantic work: 1.328048000112176
Info 2247 [18:09:12.417] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.1089089997112751
Info 2248 [18:09:14.367] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2249 [18:09:14.407] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 596 structureChanged: false Elapsed: 39.793007999658585ms
Info 2250 [18:09:14.407] Different program with same set of files:: structureIsReused:: 2
Info 2251 [18:09:14.720] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2252 [18:09:14.746] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 597 structureChanged: false Elapsed: 25.861591999419034ms
Info 2253 [18:09:14.746] Different program with same set of files:: structureIsReused:: 2
Info 2254 [18:09:14.793] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2255 [18:09:14.815] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 598 structureChanged: false Elapsed: 21.49165999982506ms
Info 2256 [18:09:14.815] Different program with same set of files:: structureIsReused:: 2
Info 2257 [18:09:14.894] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2258 [18:09:14.916] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 599 structureChanged: false Elapsed: 21.77104900032282ms
Info 2259 [18:09:14.916] Different program with same set of files:: structureIsReused:: 2
Info 2260 [18:09:15.025] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2261 [18:09:15.053] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 600 structureChanged: false Elapsed: 27.509153000079095ms
Info 2262 [18:09:15.053] Different program with same set of files:: structureIsReused:: 2
Info 2263 [18:09:15.163] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2264 [18:09:15.194] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 601 structureChanged: false Elapsed: 30.473875999450684ms
Info 2265 [18:09:15.194] Different program with same set of files:: structureIsReused:: 2
Info 2266 [18:09:15.666] getCompletionData: Get current token: 0.014422999694943428
Info 2267 [18:09:15.666] getCompletionData: Is inside comment: 0.06365799997001886
Info 2268 [18:09:15.666] getCompletionData: Get previous token 1: 0.04693299997597933
Info 2269 [18:09:15.666] getCompletionData: Get previous token 2: 0.058504000306129456
Info 2270 [18:09:15.666] getCompletionsAtPosition: isCompletionListBlocker: 0.005654999986290932
Info 2271 [18:09:15.667] getCompletionData: Semantic work: 0.2222610004246235
Info 2272 [18:09:15.667] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.001861000433564186
Info 2273 [18:09:16.073] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2274 [18:09:16.106] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 602 structureChanged: false Elapsed: 33.49564800038934ms
Info 2275 [18:09:16.107] Different program with same set of files:: structureIsReused:: 2
Info 2276 [18:09:16.233] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2277 [18:09:16.278] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 603 structureChanged: false Elapsed: 44.49945699982345ms
Info 2278 [18:09:16.278] Different program with same set of files:: structureIsReused:: 2
Info 2279 [18:09:16.433] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2280 [18:09:16.459] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 604 structureChanged: false Elapsed: 26.722975000739098ms
Info 2281 [18:09:16.460] Different program with same set of files:: structureIsReused:: 2
Info 2282 [18:09:19.592] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2283 [18:09:19.627] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 605 structureChanged: false Elapsed: 34.37160500045866ms
Info 2284 [18:09:19.627] Different program with same set of files:: structureIsReused:: 2
Info 2285 [18:09:19.858] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2286 [18:09:19.878] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 606 structureChanged: false Elapsed: 19.697354999370873ms
Info 2287 [18:09:19.878] Different program with same set of files:: structureIsReused:: 2
Info 2288 [18:09:19.931] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2289 [18:09:19.964] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 607 structureChanged: false Elapsed: 32.83895699959248ms
Info 2290 [18:09:19.964] Different program with same set of files:: structureIsReused:: 2
Info 2291 [18:09:20.045] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2292 [18:09:20.065] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 608 structureChanged: false Elapsed: 19.71700599975884ms
Info 2293 [18:09:20.065] Different program with same set of files:: structureIsReused:: 2
Info 2294 [18:09:20.156] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2295 [18:09:20.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 609 structureChanged: false Elapsed: 20.72968199942261ms
Info 2296 [18:09:20.177] Different program with same set of files:: structureIsReused:: 2
Info 2297 [18:09:20.656] getCompletionData: Get current token: 0.014022000133991241
Info 2298 [18:09:20.663] getCompletionData: Is inside comment: 0.05461500026285648
Info 2299 [18:09:20.663] getCompletionData: Get previous token 1: 0.10709800012409687
Info 2300 [18:09:20.664] getCompletionData: Get previous token 2: 0.0829030005261302
Info 2301 [18:09:20.664] getCompletionsAtPosition: isCompletionListBlocker: 0.22822100017219782
Info 2302 [18:09:20.674] getSymbolsFromOtherSourceFileExports: Using cached list
Info 2303 [18:09:20.688] getCompletionData: Semantic work: 23.829424999654293
Info 2304 [18:09:20.722] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 34.14588600024581
Info 2305 [18:09:22.005] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2306 [18:09:22.032] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 610 structureChanged: false Elapsed: 26.707475000061095ms
Info 2307 [18:09:22.032] Different program with same set of files:: structureIsReused:: 2
Info 2308 [18:09:22.349] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2309 [18:09:22.369] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 611 structureChanged: false Elapsed: 19.676694999448955ms
Info 2310 [18:09:22.369] Different program with same set of files:: structureIsReused:: 2
Info 2311 [18:09:22.479] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2312 [18:09:22.506] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 612 structureChanged: false Elapsed: 26.971707000397146ms
Info 2313 [18:09:22.506] Different program with same set of files:: structureIsReused:: 2
Info 2314 [18:09:22.799] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2315 [18:09:22.820] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 613 structureChanged: false Elapsed: 20.20566300023347ms
Info 2316 [18:09:22.820] Different program with same set of files:: structureIsReused:: 2
Info 2317 [18:09:22.926] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2318 [18:09:22.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 614 structureChanged: false Elapsed: 19.396315000019968ms
Info 2319 [18:09:22.946] Different program with same set of files:: structureIsReused:: 2
Info 2320 [18:09:23.031] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2321 [18:09:23.050] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 615 structureChanged: false Elapsed: 19.075193000026047ms
Info 2322 [18:09:23.050] Different program with same set of files:: structureIsReused:: 2
Info 2323 [18:09:23.533] getCompletionData: Get current token: 0.01570500060915947
Info 2324 [18:09:23.533] getCompletionData: Is inside comment: 0.06456500012427568
Info 2325 [18:09:23.533] getCompletionData: Get previous token 1: 0.05465400032699108
Info 2326 [18:09:23.533] getCompletionData: Get previous token 2: 0.07168100029230118
Info 2327 [18:09:23.533] getCompletionsAtPosition: isCompletionListBlocker: 0.005577000789344311
Info 2328 [18:09:23.533] getCompletionData: Semantic work: 0.20004399958997965
Info 2329 [18:09:23.534] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.0017969999462366104
Info 2330 [18:09:24.701] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2331 [18:09:24.744] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 616 structureChanged: false Elapsed: 42.6382410004735ms
Info 2332 [18:09:24.744] Different program with same set of files:: structureIsReused:: 2
Info 2333 [18:09:25.887] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2334 [18:09:25.907] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 617 structureChanged: false Elapsed: 20.10892799962312ms
Info 2335 [18:09:25.907] Different program with same set of files:: structureIsReused:: 2
Info 2336 [18:09:27.200] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2337 [18:09:27.250] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 618 structureChanged: false Elapsed: 50.482526999898255ms
Info 2338 [18:09:27.250] Different program with same set of files:: structureIsReused:: 2
